Sentence #,Word,Tag
15,A,null
15,solution,material-descriptor
15,of,null
15,HAuCl4*3H2O,precursor
15,(,null
15,175,number
15,mg,amount-unit
15,),null
15,in,null
15,deionized,material-descriptor
15,water,solvent
15,(,null
15,80,number
15,mL,amount-unit
15,),null
15,was,null
15,brought,operation
15,to,null
15,pH,condition-unit
15,10,number
15,by,null
15,adding,operation
15,a,null
15,NaOH,material
15,solution,material-descriptor
15,(,null
15,0.2,number
15,M,amount-unit
15,),null
15,.,null
16,This,null
16,solution,unspecified-material
16,was,null
16,mixed,operation
16,with,null
16,a,null
16,suspension,material-descriptor
16,containing,null
16,the,null
16,metal,unspecified-material
16,oxide,unspecified-material
16,(,null
16,2,number
16,g,amount-unit
16,),null
16,in,null
16,deionized,material-descriptor
16,water,solvent
16,(,null
16,25,number
16,mL,amount-unit
16,),null
16,.,null
17,After,null
17,stirring,operation
17,for,null
17,18,number
17,h,condition-unit
17,",",null
17,the,null
17,suspension,unspecified-material
17,was,null
17,filtered,operation
17,and,null
17,washed,operation
17,with,null
17,an,null
17,excess,amount-misc
17,amount,amount-misc
17,of,null
17,deionized,material-descriptor
17,water,material
17,until,null
17,no,null
17,more,null
17,chlorine,nonrecipe-material
17,could,null
17,be,null
17,detected,operation
17,by,null
17,the,null
17,AgCl,characterization-apparatus
17,test,characterization-apparatus
17,.,null
18,The,null
18,supported,material-descriptor
18,Au,material
18,catalyst,material-descriptor
18,was,null
18,dried,operation
18,overnight,condition-misc
18,at,null
18,80,number
18,degC,condition-unit
18,and,null
18,then,null
18,reduced,operation
18,for,null
18,4,number
18,h,condition-unit
18,at,null
18,225,number
18,degC,condition-unit
18,in,null
18,5,number
18,%,amount-unit
18,H2,gas
18,in,null
18,N2,gas
18,(,null
18,100,number
18,mL,condition-unit
18,min-1,condition-unit
18,),null
18,.,null
19,The,null
19,Au,target
19,/,target
19,AC,target
19,catalyst,property-misc
19,was,null
19,prepared,operation
19,according,null
19,to,null
19,the,null
19,procedure,null
19,reported,null
19,by,null
19,Biella,reference
19,et,reference
19,al.12,reference
19,A,null
19,solution,material-descriptor
19,of,null
19,HAuCl4*3H2O,precursor
19,(,null
19,1,number
19,L,amount-unit
19,",",null
19,100,number
19,μg,amount-unit
19,mL-1,amount-unit
19,),null
19,was,null
19,mixed,operation
19,with,null
19,2.5,number
19,g,amount-unit
19,of,null
19,a,null
19,2,number
19,wt,amount-unit
19,%,amount-unit
19,solution,material-descriptor
19,of,null
19,poly(vinyl,precursor
19,alcohol,precursor
19,),precursor
19,(,null
19,PVA,precursor
19,",",null
19,MW,amount-unit
19,~,null
19,10000,number
19,),null
19,.,null
20,To,null
20,this,null
20,solution,unspecified-material
20,",",null
20,0.1,number
20,M,amount-unit
20,NaBH4,precursor
20,solution,material-descriptor
20,(,null
20,20,number
20,mL,amount-unit
20,),null
20,was,null
20,added,operation
20,dropwise,condition-misc
20,",",null
20,leading,null
20,to,null
20,the,null
20,formation,operation
20,of,null
20,metallic,property-misc
20,Au,target
20,NPs,target
20,.,null
21,The,null
21,PVA,material-descriptor
21,stabilized,material-descriptor
21,Au,material
21,NPs,material
21,were,null
21,then,null
21,immobilized,operation
21,on,null
21,activated,material-descriptor
21,carbon,material
21,(,null
21,Darco(r),brand
21,",",null
21,100,number
21,mesh,property-unit
21,),null
21,by,null
21,adding,operation
21,2,number
21,g,amount-unit
21,of,null
21,the,null
21,support,unspecified-material
21,.,null
22,The,null
22,as-synthesized,null
22,Au,material
22,/,material
22,AC,material
22,catalyst,material-descriptor
22,was,null
22,filtered,operation
22,after,null
22,2,number
22,h,condition-unit
22,and,null
22,washed,operation
22,with,null
22,deionized,material-descriptor
22,water,solvent
22,.,null
23,Nanosized,property-misc
23,ceria,target
23,and,null
23,zirconia,target
23,",",null
23,hereafter,null
23,referred,null
23,to,null
23,as,null
23,nCeO2,target
23,and,null
23,nZrO2,target
23,",",null
23,were,null
23,synthesized,operation
23,according,null
23,to,null
23,a,null
23,previously,null
23,reported,null
23,method.30,reference
23,Briefly,null
23,",",null
23,an,null
23,aqueous,material-descriptor
23,solution,material-descriptor
23,of,null
23,Ce(NO3)3*6H2O,precursor
23,or,null
23,ZrO(NO3)2*xH2O,precursor
23,(,null
23,0.8,number
23,M,amount-unit
23,",",null
23,375,number
23,mL,amount-unit
23,),null
23,was,null
23,added,operation
23,to,null
23,a,null
23,solution,material-descriptor
23,of,null
23,NH4OH,precursor
23,in,null
23,deionized,material-descriptor
23,water,solvent
23,(,null
23,0.8,number
23,M,amount-unit
23,",",null
23,1.1,number
23,L,amount-unit
23,),null
23,.,null
24,After,null
24,stirring,operation
24,for,null
24,30,number
24,min,condition-unit
24,",",null
24,the,null
24,solution,unspecified-material
24,was,null
24,aged,operation
24,at,null
24,100,number
24,degC,condition-unit
24,for,null
24,24,number
24,h,condition-unit
24,in,null
24,a,null
24,polyethylene,apparatus-descriptor
24,vessel,synthesis-apparatus
24,.,null
25,The,null
25,mixture,unspecified-material
25,was,null
25,cooled,operation
25,down,null
25,",",null
25,filtered,operation
25,and,null
25,washed,operation
25,with,null
25,an,null
25,excess,amount-misc
25,amount,amount-misc
25,of,null
25,deionized,material-descriptor
25,water,material
25,.,null
26,The,null
26,resulting,null
26,particles,unspecified-material
26,were,null
26,dried,operation
26,under,null
26,vacuum,condition-misc
26,and,null
26,calcined,operation
26,under,null
26,an,null
26,air,gas
26,flow,condition-type
26,of,null
26,100,number
26,mL,condition-unit
26,min-1,condition-unit
26,at,null
26,400,number
26,degC,condition-unit
26,for,null
26,4,number
26,h,condition-unit
26,.,null
27,The,null
27,other,null
27,support,material-descriptor
27,materials,unspecified-material
27,were,null
27,purchased,operation
27,from,null
27,Sigma,brand
27,Aldrich,brand
27,and,null
27,used,operation
27,as,null
27,received,null
27,(,null
27,see,null
27,ESI+,null
27,),null
27,.,null
28,The,null
28,mixed,null
28,titania,target
28,phases,null
28,were,null
28,synthesized,operation
28,via,null
28,hydrothermal,meta
28,treatment,meta
28,in,null
28,alkaline,null
28,environment,unspecified-material
28,based,null
28,on,null
28,procedure,null
28,by,null
28,Yoshida,null
28,et,null
28,al.,null
28,[14],null
28,.,null
29,As,null
29,starting,null
29,material,null
29,TiO2,precursor
29,from,null
29,Umicore,brand
29,was,null
29,used,operation
29,which,null
29,was,null
29,mixed,operation
29,with,null
29,NaOH,material
29,in,null
29,distilled,material-descriptor
29,water,solvent
29,.,null
30,Throughout,null
30,stirring,operation
30,a,null
30,homogeneous,null
30,solution,unspecified-material
30,was,null
30,obtained,null
30,which,null
30,was,null
30,transferred,operation
30,into,null
30,a,null
30,Teflon,apparatus-descriptor
30,lined,apparatus-descriptor
30,autoclave,synthesis-apparatus
30,and,null
30,kept,operation
30,at,null
30,150,number
30,degC,condition-unit
30,for,null
30,72,number
30,h,condition-unit
30,.,null
31,After,null
31,cooling,operation
31,naturally,null
31,to,null
31,ambient,condition-misc
31,temperature,condition-misc
31,the,null
31,white,null
31,",",null
31,sorbet,null
31,-,null
31,like,null
31,product,unspecified-material
31,was,null
31,washed,operation
31,in,null
31,distilled,material-descriptor
31,water,solvent
31,to,null
31,eliminate,null
31,remaining,null
31,NaOH,material
31,before,null
31,washing,operation
31,in,null
31,0.1,number
31,M,amount-unit
31,HCl,material
31,at,null
31,pH,amount-unit
31,<,number
31,=,number
31,2,number
31,.,null
32,In,null
32,a,null
32,final,null
32,washing,operation
32,step,null
32,the,null
32,solution,unspecified-material
32,was,null
32,brought,operation
32,to,null
32,neutrality,condition-misc
32,.,null
33,Subsequently,null
33,the,null
33,product,unspecified-material
33,was,null
33,dried,operation
33,at,null
33,[,null
33,?,null
34,]100,number
34,degC,condition-unit
34,",",null
34,ground,operation
34,and,null
34,sieved,operation
34,to,null
34,a,null
34,50,number
34,μm,property-unit
34,mesh,property-type
34,.,null
35,In,null
35,a,null
35,final,null
35,preparation,null
35,step,null
35,the,null
35,white,null
35,powder,unspecified-material
35,samples,null
35,were,null
35,heat,operation
35,treated,operation
35,in,null
35,air,gas
35,at,null
35,450,number
35,degC,condition-unit
35,for,null
35,4,number
35,h,condition-unit
35,in,null
35,air,gas
35,.,null
36,NaV3(PO4)3,target
36,/,target
36,C,target
36,was,null
36,synthesized,operation
36,by,null
36,a,null
36,sol,meta
36,-,meta
36,gel,meta
36,process,meta
36,and,null
36,followed,null
36,by,null
36,carbon,null
36,thermal,null
36,reduction,null
36,synthesis,null
36,.,null
37,Typically,null
37,",",null
37,6,number
37,mmol,amount-unit
37,NH4VO3,precursor
37,were,null
37,added,operation
37,to,null
37,70,number
37,mL,amount-unit
37,deionized,material-descriptor
37,water,solvent
37,maintaining,operation
37,at,null
37,80,number
37,degC,condition-unit
37,with,null
37,continuous,null
37,stirring,operation
37,to,null
37,obtain,null
37,a,null
37,clear,null
37,yellow,null
37,solution,unspecified-material
37,",",null
37,and,null
37,then,null
37,6,number
37,mmol,amount-unit
37,NH4H2PO4,precursor
37,",",null
37,2,number
37,mmol,amount-unit
37,Na2CO3,precursor
37,and,null
37,4,number
37,mmol,amount-unit
37,citric,material
37,acid,material
37,were,null
37,added,operation
37,.,null
38,The,null
38,gel,unspecified-material
38,was,null
38,dried,operation
38,in,null
38,an,null
38,oven,synthesis-apparatus
38,at,null
38,150,number
38,degC,condition-unit
38,for,null
38,4,number
38,h,condition-unit
38,",",null
38,and,null
38,heat,operation
38,-,operation
38,treated,operation
38,at,null
38,400,number
38,degC,condition-unit
38,for,null
38,5,number
38,h,condition-unit
38,under,null
38,nitrogen,gas
38,atmosphere,null
38,to,null
38,remove,null
38,CO2,nonrecipe-material
38,",",null
38,H2O,nonrecipe-material
38,",",null
38,and,null
38,NH3,nonrecipe-material
38,.,null
39,Afterward,null
39,",",null
39,the,null
39,powder,unspecified-material
39,was,null
39,grounded,operation
39,and,null
39,annealed,operation
39,at,null
39,900,number
39,degC,condition-unit
39,under,null
39,H2,gas
39,/,gas
39,Ar,gas
39,flow,null
39,(,null
39,10,number
39,%,amount-unit
39,H2,gas
39,),null
39,for,null
39,12,number
39,h,condition-unit
39,to,null
39,produce,null
39,the,null
39,final,null
39,compound,unspecified-material
39,.,null
40,Hierarchical,property-misc
40,3D,property-misc
40,micro-,property-misc
40,/,property-misc
40,nano-V2O5,target
40,spheres,property-misc
40,were,null
40,prepared,operation
40,via,null
40,a,null
40,facile,null
40,low,null
40,temperature,null
40,hydrothermal,meta
40,method,meta
40,.,null
41,Typically,null
41,",",null
41,NH4VO3,precursor
41,(,null
41,ammonium,precursor
41,metavanadate,precursor
41,),null
41,solution,material-descriptor
41,",",null
41,HCl,material
41,",",null
41,and,null
41,poly,material
41,(,material
41,sodium,material
41,4-styrenesulfonate,material
41,),material
41,(,null
41,PSS,material
41,",",null
41,2,number
41,mL,amount-unit
41,),null
41,were,null
41,well,null
41,mixed,operation
41,in,null
41,DI,material-descriptor
41,(,null
41,deionized,material-descriptor
41,),null
41,water,solvent
41,.,null
42,The,null
42,pH,amount-unit
42,of,null
42,the,null
42,mixed,null
42,solution,unspecified-material
42,was,null
42,adjusted,operation
42,to,null
42,be,null
42,less,null
42,than,null
42,2.7,number
42,so,null
42,as,null
42,to,null
42,assist,null
42,the,null
42,growth,null
42,of,null
42,V2O5[58],target
42,.,null
43,The,null
43,resultant,null
43,solution,unspecified-material
43,was,null
43,transferred,operation
43,into,null
43,a,null
43,100,number
43,mL,apparatus-unit
43,Teflon,apparatus-descriptor
43,-,apparatus-descriptor
43,lined,apparatus-descriptor
43,autoclave,synthesis-apparatus
43,and,null
43,heated,operation
43,to,null
43,180,number
43,degC,condition-unit
43,for,null
43,24,number
43,h,condition-unit
43,in,null
43,an,null
43,electrical,apparatus-descriptor
43,oven,synthesis-apparatus
43,.,null
44,After,null
44,cooling,operation
44,down,null
44,naturally,null
44,to,null
44,room,condition-misc
44,temperature,condition-misc
44,",",null
44,the,null
44,precipitates,unspecified-material
44,were,null
44,washed,operation
44,with,null
44,DI,material-descriptor
44,water,solvent
44,and,null
44,ethanol,solvent
44,alternatively,null
44,for,null
44,several,condition-misc
44,times,condition-misc
44,to,null
44,remove,null
44,residual,null
44,starting,null
44,materials,unspecified-material
44,before,null
44,further,null
44,characterization,null
44,and,null
44,electrochemical,null
44,testing,null
44,.,null
45,Fabrication,null
45,and,null
45,performance,null
45,of,null
45,BaCe0.8Y0.2O3-δ-BaZr0.8Y0.2O3-δ,target
45,bilayer,null
45,electrolyte,null
45,for,null
45,anode,null
45,-,null
45,supported,null
45,solid,null
45,oxide,null
45,fuel,null
45,cells,null
45,.,null
46,BCY,material
46,and,null
46,BZCY,material
46,powders,material-descriptor
46,were,null
46,fabricated,operation
46,using,null
46,a,null
46,citric,material
46,acid-nitrate,material
46,gel,meta
46,combustion,meta
46,process,meta
46,[15],reference
46,.,null
47,First,null
47,",",null
47,BaCO3,precursor
47,",",null
47,Ce(NO3)4*4H2O,precursor
47,",",null
47,Zr(NO3)4*5H2O,precursor
47,and,null
47,Y(NO3)3*6H2O,precursor
47,was,null
47,added,operation
47,to,null
47,a,null
47,solution,material-descriptor
47,of,null
47,HNO3,solvent
47,.,null
48,After,null
48,the,null
48,solution,unspecified-material
48,became,null
48,clear,null
48,",",null
48,citric,material
48,acid,material
48,was,null
48,added,operation
48,in,null
48,a,null
48,1,number
48,:,number
48,1.5,number
48,metal,nonrecipe-material
48,ions,nonrecipe-material
48,:,null
48,citric,material
48,acid,material
48,molar,amount-unit
48,ratio,amount-unit
48,.,null
49,The,null
49,pH,amount-unit
49,value,null
49,was,null
49,adjusted,operation
49,to,null
49,approximately,null
49,7,number
49,with,null
49,ammonia,material
49,.,null
50,The,null
50,solution,unspecified-material
50,was,null
50,continuously,null
50,stirred,operation
50,and,null
50,heated,operation
50,at,null
50,70,number
50,degC,condition-unit
50,until,null
50,a,null
50,gel,unspecified-material
50,formed,null
50,.,null
51,The,null
51,gel,unspecified-material
51,was,null
51,then,null
51,heated,operation
51,on,null
51,a,null
51,hot,synthesis-apparatus
51,plate,synthesis-apparatus
51,and,null
51,combusted,operation
51,to,null
51,form,null
51,powder,material-descriptor
51,precursors,unspecified-material
51,",",null
51,which,null
51,were,null
51,then,null
51,calcined,operation
51,at,null
51,1000,number
51,degC,condition-unit
51,for,null
51,3,number
51,h,condition-unit
51,to,null
51,obtain,null
51,a,null
51,pure,material-descriptor
51,",",material-descriptor
51,crystalline,material-descriptor
51,BCY,material
51,and,null
51,BZCY,material
51,phase,null
51,.,null
52,NiO,material
52,(,null
52,basic,material-descriptor
52,nickel,material
52,carbonate,material
52,decomposed,operation
52,at,null
52,600,number
52,degC,condition-unit
52,),null
52,and,null
52,BZCY,material
52,were,null
52,mixed,operation
52,by,null
52,ball,operation
52,milling,operation
52,in,null
52,ethanol,solvent
52,for,null
52,24,number
52,h,condition-unit
52,in,null
52,a,null
52,weight,amount-unit
52,ratio,amount-unit
52,of,null
52,60,number
52,/,number
52,40,number
52,with,null
52,10,number
52,wt.,amount-unit
52,%,amount-unit
52,of,null
52,starch,material
52,as,null
52,pore,material-descriptor
52,formers,material-descriptor
52,.,null
53,The,null
53,mixture,unspecified-material
53,was,null
53,dried,operation
53,in,null
53,an,null
53,oven,synthesis-apparatus
53,at,null
53,60,number
53,degC,condition-unit
53,and,null
53,prepared,operation
53,as,null
53,anode,null
53,supporting,null
53,substrates,null
53,.,null
54,(,material-descriptor
54,1,material-descriptor
54,),material-descriptor
54,Si,precursor
54,wafers,material-descriptor
54,were,null
54,etched,operation
54,by,null
54,mixed,material-descriptor
54,solution,material-descriptor
54,of,null
54,0.4,number
54,M,amount-unit
54,AgNO3,material
54,and,null
54,HF,material
54,for,null
54,30,number
54,min,condition-unit
54,.,null
55,After,null
55,the,null
55,etching,null
55,process,null
55,",",null
55,the,null
55,by,unspecified-material
55,-,unspecified-material
55,products,unspecified-material
55,(,null
55,Ag,material
55,nanostructures,material-descriptor
55,),null
55,were,null
55,removed,operation
55,by,null
55,nitric,material
55,acid,material
55,",",null
55,leaving,null
55,the,null
55,nanowire,unspecified-material
55,bundles,material-descriptor
55,(,null
55,Fig.,null
55,1(a),null
55,),null
55,.,null
56,The,null
56,samples,unspecified-material
56,were,null
56,cleaned,operation
56,by,null
56,deionized,material-descriptor
56,water,solvent
56,and,null
56,dilute,material-descriptor
56,HF,solvent
56,is,null
56,used,operation
56,to,null
56,remove,null
56,the,null
56,surface,null
56,oxide,null
56,.,null
57,Then,null
57,different,null
57,amount,null
57,of,null
57,hydrazine,material
57,monohydrate,material
57,(,null
57,98,number
57,%,amount-unit
57,),null
57,was,null
57,controlled,operation
57,and,null
57,infiltrated,operation
57,through,null
57,the,null
57,as-formed,null
57,nanowires,unspecified-material
57,(,null
57,Fig.,null
57,1(b),null
57,),null
57,.,null
58,A,null
58,solution,null
58,of,null
58,mixing,operation
58,BiCl3,precursor
58,(,null
58,0.2,number
58,M,amount-unit
58,),null
58,in,null
58,nitric,solvent
58,acid,solvent
58,and,null
58,H6TeO6,precursor
58,(,null
58,0.15,number
58,M,amount-unit
58,),null
58,in,null
58,deionized,material-descriptor
58,water,solvent
58,was,null
58,prepared,operation
58,",",null
58,followed,operation
58,by,null
58,the,null
58,addition,operation
58,of,null
58,thioglycolic,material
58,acid,material
58,for,null
58,the,null
58,formation,null
58,of,null
58,the,null
58,mixed,null
58,complex,unspecified-material
58,at,null
58,room,condition-misc
58,temperature,condition-misc
58,.,null
59,Then,null
59,the,null
59,solution,null
59,temperature,null
59,was,null
59,raised,operation
59,to,null
59,90,number
59,degC,condition-unit
59,and,null
59,Bi2Te3,material
59,nanoparticles,material-descriptor
59,were,null
59,synthesized,operation
59,when,null
59,dipping,operation
59,the,null
59,hydrazine,material
59,-,null
59,coated,null
59,samples,null
59,in,null
59,the,null
59,as-prepared,null
59,solution,unspecified-material
59,for,null
59,the,null
59,reduction,null
59,of,null
59,the,null
59,Bi2Te3,material
59,(,null
59,Fig.,null
59,1(c),null
59,),null
59,.,null
60,The,null
60,as-synthesized,null
60,samples,unspecified-material
60,were,null
60,then,null
60,washed,operation
60,with,null
60,excess,null
60,acetone,solvent
60,and,null
60,dried,operation
60,by,null
60,N2,gas
60,blow,null
60,.,null
61,Photoinduced,null
61,electron,null
61,transfer,null
61,in,null
61,pentacoordinated,null
61,complex,null
61,of,null
61,zinc,target
61,tetraphenylporphyrin,target
61,and,null
61,isoquinoline,null
61,N-oxide,null
61,.,null
62,Tetraphenylporphine,target
62,(,null
62,TPP,target
62,),null
62,was,null
62,prepared,operation
62,from,null
62,pyrrole,precursor
62,and,null
62,benzaldehyde,precursor
62,in,null
62,boiling,material-descriptor
62,propionic,solvent
62,acid,solvent
62,[22],reference
62,.,null
63,Pyrrole,precursor
63,was,null
63,obtained,operation
63,by,null
63,the,null
63,known,null
63,method,null
63,[23],reference
63,using,null
63,the,null
63,thermal,operation
63,decomposition,operation
63,of,null
63,diammonium,material-descriptor
63,salt,material-descriptor
63,of,null
63,mucic,precursor
63,acid,precursor
63,which,null
63,was,null
63,prepared,operation
63,from,null
63,mucic,precursor
63,acid,precursor
63,and,null
63,NH4OH,precursor
63,.,null
64,Mucic,precursor
64,acid,precursor
64,was,null
64,synthesized,operation
64,by,null
64,galactose,operation
64,oxidation,operation
64,with,null
64,HNO3,precursor
64,upon,null
64,heating,operation
64,[24],reference
64,.,null
65,Zn-tetraphenylporphine,target
65,(,null
65,Zn,target
65,-,target
65,TPP,target
65,),null
65,was,null
65,synthesized,operation
65,according,null
65,to,null
65,known,null
65,procedure,null
65,[25],reference
65,with,null
65,some,null
65,changes,null
65,.,null
66,Tetraphenylporphine,material
66,(,null
66,TPP,material
66,),null
66,in,null
66,CHCl3,solvent
66,was,null
66,kept,operation
66,over,null
66,PbO2,material
66,during,null
66,2,number
66,days,condition-unit
66,to,null
66,remove,operation
66,admixture,material-descriptor
66,of,null
66,tetraphenylchlorine,material
66,(,null
66,10-Feb,number
66,%,amount-unit
66,of,null
66,which,null
66,can,null
66,be,null
66,formed,operation
66,at,null
66,TPP,material
66,synthesis,null
66,),null
66,and,null
66,a,null
66,radical,unspecified-material
66,of,null
66,unknown,null
66,structure,null
66,[26],reference
66,.,null
67,A,null
67,mixture,material-descriptor
67,of,null
67,0.5,number
67,g,amount-unit
67,(,null
67,0.813,number
67,mmol,amount-unit
67,),null
67,TPP,precursor
67,",",null
67,0.25,number
67,g,amount-unit
67,(,null
67,1.14,number
67,mmol,amount-unit
67,",",null
67,1.4-fold,amount-misc
67,excess,amount-misc
67,),null
67,of,null
67,(CH3COO)2Zn*2H2O,precursor
67,",",null
67,50,number
67,mL,amount-unit
67,of,null
67,chloroform,precursor
67,and,null
67,250,number
67,mL,amount-unit
67,of,null
67,glacial,material-descriptor
67,acetic,precursor
67,acid,precursor
67,was,null
67,boiled,operation
67,for,null
67,1,number
67,h,condition-unit
67,(,null
67,using,null
67,of,null
67,7-fold,amount-misc
67,excess,amount-misc
67,of,null
67,(CH3COO)2Zn,precursor
67,leads,null
67,to,null
67,the,null
67,final,null
67,substance,unspecified-material
67,almost,null
67,without,null
67,the,null
67,initial,null
67,TPP,precursor
67,),null
67,.,null
68,The,null
68,resultant,null
68,dark,property-misc
68,blue,property-misc
68,crystals,property-misc
68,of,null
68,Zn,target
68,-,target
68,TPP,target
68,were,null
68,washed,operation
68,with,null
68,acetic,material
68,acid,material
68,.,null
69,Then,null
69,the,null
69,substance,unspecified-material
69,was,null
69,chromatographed,operation
69,on,null
69,an,null
69,alumina,apparatus-descriptor
69,column,synthesis-apparatus
69,with,null
69,chloroform,material
69,.,null
70,TLC,characterization-apparatus
70,was,null
70,used,operation
70,(,null
70,Silufol,nonrecipe-material
70,",",null
70,chloroform-hexane,nonrecipe-material
70,2,number
70,:,number
70,1,number
70,),null
70,for,null
70,Zn,target
70,-,target
70,TPP,target
70,purity,property-type
70,determination,null
70,.,null
71,Yield,property-type
71,0.43,number
71,g,property-unit
71,(,null
